candidate_id,name,party,age,education
2394,Ayaan Mody,INC,55,PhD
2395,Idika Agarwal,BJP,66,Postgraduate
2396,Ekapad Sarkar,Regional Party,25,Graduate
2397,Girindra Butala,Regional Party,42,PhD
2398,Hemani Parsa,AAP,57,Postgraduate
2399,Amara Malhotra,BJP,46,Graduate
2400,Andrew Loke,Regional Party,51,Postgraduate
2401,Yashoda Shere,BJP,59,Graduate
2402,Yashodhara Sridhar,Independent,34,PhD
2403,Isha Natarajan,AAP,62,Postgraduate
2404,Panini Brar,AAP,55,Graduate
2405,Anya Bansal,INC,47,PhD
2406,Zilmil Wali,AAP,48,Postgraduate
2407,Mitesh Taneja,Independent,66,12th Pass
2408,George Kumer,Independent,35,12th Pass
2409,Vansha Khatri,INC,45,Graduate
2410,Madhavi Khurana,Regional Party,69,12th Pass
2411,Aadi Ramachandran,INC,59,Graduate
2412,Aryan Deol,BJP,38,PhD
2413,Warinder Gokhale,Regional Party,49,12th Pass
2414,Ekansh Rai,Regional Party,56,Postgraduate
2415,Bhavani Mitter,INC,55,PhD
2416,Kabir Tandon,Regional Party,55,Postgraduate
2417,Sai Bumb,INC,30,Graduate
2418,Yagnesh Kanda,INC,64,Postgraduate
2419,Hardik Kapur,AAP,45,Graduate
2420,Omaja Natarajan,Independent,47,12th Pass
2421,Oliver Bhatti,Independent,70,12th Pass
2422,Eiravati Upadhyay,Regional Party,64,Postgraduate
2423,Adweta Krishnamurthy,INC,33,Graduate
2424,Zilmil Amble,Independent,63,12th Pass
2425,Zarna Krishnamurthy,Regional Party,49,Postgraduate
2426,Frederick Borah,BJP,66,Postgraduate
2427,Chaitanya Sarkar,Independent,60,PhD
2428,Chandani Pall,Regional Party,67,Postgraduate
2429,Oni Shere,Independent,72,Postgraduate
2430,Daksh Sem,Regional Party,25,12th Pass
2431,Ati Kaul,Independent,36,Graduate
2432,Ekaja Mukherjee,Regional Party,43,PhD
2433,Pushti Sampath,BJP,49,Graduate
2434,Ishanvi Zacharia,Independent,60,Postgraduate
2435,Garima Manne,INC,49,Postgraduate
2436,Geetika Sama,INC,62,Graduate
2437,Daksh Sastry,BJP,57,Postgraduate
2438,Saumya Sani,INC,54,12th Pass
2439,Urvashi Basu,AAP,27,Graduate
2440,Aishani Vig,AAP,38,Graduate
2441,Siya Butala,INC,68,Graduate
2442,Zaitra Hegde,Regional Party,29,Postgraduate
2443,Ekbal Bhargava,Independent,27,Graduate
2444,Nakul Keer,INC,63,Graduate
2445,Yochana Maharaj,Regional Party,34,Postgraduate
2446,Karan Sampath,AAP,59,Postgraduate
2447,Gaurangi Kari,Independent,59,12th Pass
2448,Anthony Chad,Regional Party,46,12th Pass
2449,Barkha Kurian,BJP,37,Graduate
2450,Devika Dugar,BJP,70,Graduate
2451,Omaja Toor,BJP,67,Graduate
2452,Faras Kohli,INC,41,Postgraduate
2453,Ati Cherian,Independent,37,12th Pass
2454,Wyatt Savant,Regional Party,43,PhD
2455,Qarin Bal,BJP,57,Postgraduate
2456,Nihal Tiwari,Regional Party,45,Postgraduate
2457,Aarush Gokhale,Independent,56,Postgraduate
2458,Samaksh Issac,INC,39,Graduate
2459,Arin Ghosh,Regional Party,29,PhD
2460,Libni Nadkarni,Independent,55,Postgraduate
2461,Diya Upadhyay,Independent,31,PhD
2462,Ridhi Karan,BJP,56,Postgraduate
2463,Turvi Garg,INC,56,Graduate
2464,Kavya Mohanty,Independent,60,PhD
2465,Ishwar Pai,BJP,72,Postgraduate
2466,Joshua Kata,Regional Party,30,Graduate
2467,Anita Misra,INC,42,Graduate
2468,Krishna Devi,Independent,39,PhD
2469,Inaya Pathak,Regional Party,44,Postgraduate
2470,Vamakshi Gokhale,AAP,48,12th Pass
2471,Mahika Raman,Independent,67,Graduate
2472,Janani Mammen,Regional Party,54,Graduate
2473,Jeet Pai,BJP,61,Postgraduate
2474,Adya Chawla,Regional Party,30,PhD
2475,Champak Sastry,BJP,43,Postgraduate
2476,Janaki Sant,Independent,54,12th Pass
2477,Amruta Kalita,AAP,43,Postgraduate
2478,Qasim Kalita,Regional Party,55,Graduate
2479,Utkarsh Ratti,AAP,73,PhD
2480,Yashvi Gole,INC,70,PhD
2481,Yash Badal,Independent,35,12th Pass
2482,William Baria,Independent,59,PhD
2483,Tanmayi Pathak,Regional Party,73,Postgraduate
2484,Krisha Peri,INC,27,12th Pass
2485,Leena Rai,BJP,27,Graduate
2486,Garima Loyal,INC,34,12th Pass
2487,Wakeeta Devan,INC,34,Graduate
2488,Balvan Samra,Regional Party,51,Postgraduate
2489,Aarnav Nadig,Independent,41,Postgraduate
2490,Waida Anand,Regional Party,52,Postgraduate
2491,Omkaar Narayan,Regional Party,68,Postgraduate
2492,Manan Sathe,BJP,70,PhD
2493,Pratyush Johal,INC,37,PhD
2494,Yashawini Anand,Independent,41,Graduate
2495,Arjun Yadav,Independent,69,Postgraduate
2496,Indira Kaur,AAP,51,Postgraduate
2497,Chatresh Jain,BJP,42,Postgraduate
2498,Jacob Dyal,AAP,62,PhD
2499,Brinda Menon,AAP,41,Graduate
2500,Ekbal Mukhopadhyay,Independent,66,Postgraduate
2501,Jagdish Kaur,Regional Party,34,PhD
2502,Indira Deshpande,Regional Party,37,12th Pass
2503,Jagvi Bhat,Independent,63,Postgraduate
2504,Lucky Chandran,Regional Party,48,PhD
2505,Jeremiah Pall,Independent,60,12th Pass
2506,Guneet Soman,Regional Party,59,12th Pass
2507,Chatura Bhatt,Regional Party,54,12th Pass
2508,Laban Rastogi,INC,36,PhD
2509,Yashawini Bava,BJP,62,Graduate
2510,Leela Wali,INC,50,Postgraduate
2511,Hema Palla,AAP,55,Postgraduate
2512,Jagvi Wagle,AAP,67,Graduate
2513,Garima Krishnan,Independent,30,Postgraduate
2514,Chandani Kulkarni,AAP,68,Postgraduate
2515,Eiravati Ratta,AAP,73,Graduate
2516,Abhiram Dar,Regional Party,59,Graduate
2517,Mitesh Golla,BJP,69,12th Pass
2518,Arunima Thakkar,Regional Party,32,12th Pass
2519,Balendra Desai,AAP,30,Graduate
2520,Damyanti Parikh,AAP,61,PhD
2521,Yashodhara Rastogi,Regional Party,58,Postgraduate
2522,Xavier Swaminathan,AAP,67,12th Pass
2523,Lakshit Barad,AAP,70,PhD
2524,Anmol Narasimhan,Regional Party,53,Graduate
2525,Charles Sarraf,Regional Party,65,PhD
2526,Kashish Choudhry,AAP,42,Postgraduate
2527,Aahana Bora,AAP,57,Postgraduate
2528,Sai Deep,AAP,28,12th Pass
2529,Dalbir Joshi,Regional Party,70,PhD
2530,Eesha Raju,INC,28,Postgraduate
2531,Bakhshi Deshpande,INC,40,Postgraduate
2532,Ishanvi Bahl,BJP,53,12th Pass
2533,Hemang Hayre,INC,51,Postgraduate
2534,Ikshita Nazareth,Regional Party,61,PhD
2535,Balvan Mahajan,Independent,26,Postgraduate
2536,Avi Cheema,Independent,42,Graduate
2537,Aahana Biswas,Regional Party,44,Graduate
2538,Isaac Mody,AAP,68,Graduate
2539,Laksh Raman,Regional Party,58,PhD
2540,Vincent Mahal,Regional Party,26,12th Pass
2541,Oeshi Oak,AAP,56,PhD
2542,Manya Master,BJP,53,Graduate
2543,Chandani Chakraborty,BJP,46,Graduate
2544,Vedant Sahni,Regional Party,40,12th Pass
2545,Henry Bajaj,Independent,67,12th Pass
2546,Luke Chaudhry,Independent,53,Graduate
2547,Jasmit Rajagopal,INC,69,PhD
2548,Ayush Bhasin,Regional Party,37,PhD
2549,Liam Comar,Regional Party,29,PhD
2550,Libni Baria,Independent,34,Graduate
2551,Manya Mody,Regional Party,32,Graduate
2552,Yatin Kakar,BJP,54,Graduate
2553,Adya Bhalla,INC,70,Postgraduate
2554,Guneet Bath,Independent,44,Postgraduate
2555,Wishi Chaudhuri,Independent,64,Postgraduate
2556,Rushil Sampath,Independent,25,Graduate
2557,Shivansh Ravel,BJP,29,12th Pass
2558,Kritika Saini,Regional Party,58,12th Pass
2559,Viraj Raju,Regional Party,46,Postgraduate
2560,Pallavi Swaminathan,BJP,58,PhD
2561,Divya Bedi,Regional Party,27,Postgraduate
2562,Yochana Kar,BJP,56,Graduate
2563,Baljiwan Atwal,BJP,31,PhD
2564,Jeremiah Om,BJP,70,PhD
2565,Madhavi Lad,Independent,51,Graduate
2566,Jeremiah Peri,Regional Party,39,Graduate
2567,Azaan Chakraborty,Regional Party,49,Graduate
2568,Bakhshi Chauhan,AAP,37,Graduate
2569,Manbir Anne,INC,73,12th Pass
2570,Manan Khatri,BJP,67,Postgraduate
2571,Advay Sampath,BJP,27,12th Pass
2572,Eta Naidu,AAP,71,Postgraduate
2573,Alexander Gade,Independent,33,Graduate
2574,Zehaan Palla,Regional Party,57,12th Pass
2575,Nihal Goyal,Independent,38,12th Pass
2576,Arin Kunda,INC,60,PhD
2577,Jeremiah Shere,Independent,39,Postgraduate
2578,Vedhika Jhaveri,BJP,60,Graduate
2579,Dayamai Shetty,Regional Party,32,12th Pass
2580,Advaith Verma,AAP,63,Graduate
2581,Wishi Ratti,Independent,68,PhD
2582,Keya Pall,BJP,41,12th Pass
2583,Amol Parmar,AAP,64,Postgraduate
2584,Darpan Comar,Regional Party,45,PhD
2585,Naveen Narain,AAP,37,PhD
2586,Jyoti Halder,Independent,57,Postgraduate
2587,Qushi Rajagopal,Independent,52,PhD
2588,Karan Rajagopal,BJP,30,12th Pass
2589,Faras Magar,INC,61,12th Pass
2590,Chaitanya Sunder,Independent,63,Postgraduate
2591,Arjun Madan,Independent,33,Graduate
2592,Gavin Anand,Independent,42,Postgraduate
2593,Ekavir Raju,AAP,71,Postgraduate
2594,Om Master,Regional Party,26,12th Pass
2595,Amol Handa,BJP,60,PhD
2596,Naksh Varughese,AAP,41,PhD
2597,Umang Agrawal,AAP,54,Postgraduate
2598,Faras Butala,AAP,62,PhD
2599,Dominic Din,Independent,49,PhD
2600,Ekaraj Kanda,Regional Party,55,Postgraduate
2601,Chaitanya Bahri,AAP,51,Postgraduate
2602,Sneha Jha,Independent,31,PhD
2603,Raagini Parsa,Independent,62,PhD
2604,Yauvani Pandey,BJP,67,Graduate
2605,Abeer Issac,AAP,74,PhD
2606,Arin Golla,INC,64,Graduate
2607,Ekbal Korpal,AAP,48,PhD
2608,Samarth Dutta,Independent,25,12th Pass
2609,Harsh Bhatti,INC,67,Postgraduate
2610,Niharika Prabhakar,Independent,69,Postgraduate
2611,Gavin Swaminathan,INC,61,Graduate
2612,Amol Murty,BJP,31,Postgraduate
2613,Veda Kohli,AAP,42,Postgraduate
2614,Akshay Kala,INC,68,12th Pass
2615,Triya Oza,AAP,51,12th Pass
2616,Nitesh Ganguly,Independent,33,12th Pass
2617,Nakul Tandon,BJP,60,12th Pass
2618,Warinder Narasimhan,Independent,51,PhD
2619,Upkaar Munshi,Regional Party,44,12th Pass
2620,Jagvi Samra,INC,67,PhD
2621,Balvan Mishra,BJP,34,Graduate
2622,Ranbir Dube,BJP,59,12th Pass
2623,Chakrika Ram,Regional Party,31,Graduate
2624,Vrishti Viswanathan,BJP,27,PhD
2625,Praneel Sheth,Independent,58,12th Pass
2626,Niharika Divan,AAP,53,PhD
2627,Shaurya Hayre,Independent,26,12th Pass
2628,Ekta Walla,BJP,67,12th Pass
2629,Reva Mishra,BJP,37,12th Pass
2630,Jalsa Dalal,INC,38,12th Pass
2631,Raghav Natarajan,INC,48,PhD
2632,Darika Brahmbhatt,Regional Party,32,Graduate
2633,Pranav Tak,Independent,29,Postgraduate
2634,Hitesh Gupta,BJP,52,Postgraduate
2635,Patrick Dalal,AAP,71,PhD
2636,Krisha Khalsa,INC,31,12th Pass
2637,Kabir Varughese,INC,29,12th Pass
2638,Chameli Deol,Regional Party,43,Graduate
2639,Hardik Biswas,Independent,38,Graduate
2640,Chasmum Aggarwal,Regional Party,73,Postgraduate
2641,Kevin Buch,AAP,28,Graduate
2642,Netra Baria,BJP,69,Postgraduate
2643,Gopal Sem,BJP,39,Postgraduate
2644,Vansha Gopal,INC,59,Postgraduate
2645,Aishani Bose,INC,73,12th Pass
2646,Ojasvi Chander,INC,27,Postgraduate
2647,Vasana Saha,INC,36,PhD
2648,Dhriti Desai,INC,40,Postgraduate
2649,Chameli Kade,Independent,59,Graduate
2650,Balhaar Barad,Regional Party,46,12th Pass
2651,Ria Bal,INC,67,Graduate
2652,Falguni Chander,AAP,74,12th Pass
2653,Bimala Mistry,INC,61,Graduate
2654,Saumya Mani,Independent,50,PhD
2655,Shaurya Kanda,Independent,33,12th Pass
2656,Rajata Zachariah,Regional Party,42,PhD
2657,Oliver Mitra,BJP,73,Postgraduate
2658,Vedant Sura,AAP,73,12th Pass
2659,Raghav Kibe,INC,47,PhD
2660,Gautam Bhatia,BJP,67,12th Pass
2661,Vaishnavi Pall,AAP,69,Graduate
2662,Urvashi Zacharia,Regional Party,39,12th Pass
2663,Logan Aggarwal,Regional Party,58,Graduate
2664,Jasmit Majumdar,AAP,27,PhD
2665,Jagvi Lad,AAP,28,PhD
2666,Bhavika Prashad,AAP,47,12th Pass
2667,Qarin Nadig,Regional Party,63,PhD
2668,Bachittar Tank,INC,52,Postgraduate
2669,Samesh Shroff,BJP,68,PhD
2670,Sai Bhardwaj,INC,46,PhD
2671,Ayushman Sachdev,Independent,57,Postgraduate
2672,Priya Bedi,Regional Party,61,Graduate
2673,Onveer Ramaswamy,Regional Party,45,Graduate
2674,Kevin Chahal,INC,43,PhD
2675,Rushil Ramanathan,INC,45,Graduate
2676,Parth Shankar,Independent,59,PhD
2677,Advik Tara,BJP,48,Graduate
2678,Nandini Parmer,Independent,66,Postgraduate
2679,Victor Puri,Regional Party,53,Postgraduate
2680,Amruta Sathe,Regional Party,58,Graduate
2681,Bakhshi Shetty,Regional Party,49,Postgraduate
2682,Edhitha Sharaf,INC,59,PhD
2683,Gaurika Master,Regional Party,61,Graduate
2684,Dayamai Sood,AAP,72,Postgraduate
2685,Charan Dora,INC,70,PhD
2686,Pranav Chaudhary,AAP,49,12th Pass
2687,Lila Lal,Regional Party,46,Graduate
2688,Arunima Shere,Independent,47,Graduate
2689,Gunbir Butala,INC,49,Postgraduate
2690,Pratyush Buch,INC,52,12th Pass
2691,Onkar Raja,INC,69,PhD
2692,Kritika Mani,BJP,61,Postgraduate
2693,Eiravati Sheth,Independent,50,PhD
2694,Finn Dewan,BJP,67,12th Pass
2695,Yashvi Shukla,AAP,43,12th Pass
2696,Isaac Varughese,Regional Party,63,Postgraduate
2697,Netra Kalita,AAP,41,12th Pass
2698,Ikshita Jha,Regional Party,46,Graduate
2699,Yash Rajagopal,Regional Party,57,12th Pass
2700,Upasna Mistry,Regional Party,67,Graduate
2701,Udarsh Kapoor,AAP,52,12th Pass
2702,Banjeet Dubey,AAP,72,PhD
2703,Harish Kari,Regional Party,43,PhD
2704,Om Naik,INC,50,Postgraduate
2705,Faris Varty,INC,54,Postgraduate
2706,Sathvik Raja,BJP,34,12th Pass
2707,Fariq Virk,Independent,26,PhD
2708,Darsh Nori,Regional Party,29,12th Pass
2709,Ethan Parmar,INC,37,Postgraduate
2710,Sneha Andra,Independent,62,Graduate
2711,Turvi Suresh,Regional Party,74,Postgraduate
2712,Ekiya Sankaran,Independent,55,PhD
2713,Arunima Panchal,Regional Party,61,12th Pass
2714,Vansha Gade,AAP,62,12th Pass
2715,Neelima Seth,AAP,47,Postgraduate
2716,Jagrati Mani,Independent,66,12th Pass
2717,Watika Batra,AAP,59,Graduate
2718,Indrajit Kakar,Regional Party,73,Postgraduate
2719,Isaac Goswami,BJP,36,Graduate
2720,Baljiwan Hayer,Independent,38,Graduate
2721,Chaaya Nayak,INC,53,PhD
2722,Sara Bhargava,AAP,48,Postgraduate
2723,Radha Sharaf,Independent,48,Graduate
2724,Yachana Anand,Regional Party,34,PhD
2725,Bhavna Gulati,Independent,46,12th Pass
2726,Chakrika Bobal,BJP,58,PhD
2727,Wakeeta Bhasin,Independent,36,12th Pass
2728,Neelima Apte,Regional Party,25,PhD
2729,Anirudh Natt,INC,64,Postgraduate
2730,Om Ghose,Independent,43,Postgraduate
2731,Odika Subramanian,Independent,44,12th Pass
2732,Jeet Mandal,BJP,44,12th Pass
2733,Yachana Mani,Regional Party,56,12th Pass
2734,Shivansh Modi,INC,44,PhD
2735,Inaya Jain,BJP,41,Graduate
2736,Vanya Shetty,Regional Party,66,PhD
2737,Elijah Pall,BJP,36,12th Pass
2738,Meera Chahal,INC,32,Graduate
2739,Abeer Arora,AAP,64,12th Pass
2740,Meera Iyer,BJP,70,Graduate
2741,Falan Bhat,Regional Party,53,12th Pass
2742,Abhiram Mall,Independent,67,12th Pass
2743,Mitesh Murthy,BJP,42,Postgraduate
2744,Jalsa Walia,AAP,71,PhD
2745,Ikbal Sha,Regional Party,53,12th Pass
2746,Samarth Purohit,AAP,69,PhD
2747,Noah Gandhi,Regional Party,62,Graduate
2748,Manthan Bose,INC,69,Graduate
2749,Gunbir Dhingra,INC,67,Graduate
2750,Faraj Shroff,Independent,52,PhD
2751,Krishna Sachdeva,AAP,27,Graduate
2752,Robert Cheema,INC,58,Postgraduate
2753,Agastya Batta,BJP,62,PhD
2754,Vamakshi Setty,Regional Party,69,Postgraduate
2755,Tara Sarma,BJP,51,PhD
2756,Shravya Borah,AAP,70,Graduate
2757,Simon Dugal,BJP,63,Graduate
2758,Manya Pal,BJP,45,Postgraduate
2759,Amaira Tella,INC,67,12th Pass
2760,Tanish Nadkarni,AAP,67,PhD
2761,Adweta De,BJP,42,Graduate
2762,Anmol Sankar,BJP,34,Graduate
2763,Isaac Dara,Regional Party,72,PhD
2764,Isha Chacko,BJP,50,12th Pass
2765,Jonathan Varghese,Regional Party,59,Postgraduate
2766,Omaja Kalita,Regional Party,45,12th Pass
2767,Hredhaan Morar,INC,35,Postgraduate
2768,Praneel Mitter,Regional Party,46,Graduate
2769,Chandani Mohanty,BJP,62,PhD
2770,Samarth Baral,Independent,73,Postgraduate
2771,Sneha Agarwal,Independent,59,Graduate
2772,Chandran Mallick,AAP,27,PhD
2773,Xiti Chhabra,Independent,53,12th Pass
2774,Samar Chowdhury,BJP,44,Postgraduate
2775,Udarsh Kaur,AAP,57,Postgraduate
2776,Arya Sampath,Regional Party,42,Postgraduate
2777,Henry Thakkar,Regional Party,50,Postgraduate
2778,Bahadurjit Grover,Independent,27,Postgraduate
2779,Nathan Sarkar,INC,37,Postgraduate
2780,Anita Krish,INC,57,Graduate
2781,Unni Golla,AAP,31,Postgraduate
2782,Xalak Mitter,BJP,55,Postgraduate
2783,Krisha Lad,Regional Party,71,12th Pass
2784,Gaurang Jha,BJP,31,Postgraduate
2785,Urvi Rau,BJP,67,PhD
2786,Finn Kari,Independent,28,Postgraduate
2787,Triveni Kant,BJP,63,Postgraduate
2788,Jeevika Nigam,BJP,65,Postgraduate
2789,Leena Mukherjee,BJP,43,PhD
2790,Andrew Chokshi,INC,68,12th Pass
2791,Mohini Arora,Regional Party,74,PhD
2792,Alka Batta,BJP,31,12th Pass
2793,Jyoti Chakrabarti,Independent,46,12th Pass
2794,Edhitha Dara,INC,39,PhD
2795,Zayan Sankaran,Regional Party,41,12th Pass
2796,Yashawini Iyer,Independent,56,PhD
2797,Balhaar Hayre,Independent,62,Postgraduate
2798,Arjun Grover,BJP,26,12th Pass
2799,Gaurangi Edwin,INC,61,PhD
2800,Chatura Tak,INC,35,12th Pass
2801,Unni Badal,BJP,41,Graduate
2802,Urvashi Ghose,Independent,42,12th Pass
2803,Lekha Deep,AAP,37,PhD
2804,Sanaya Shanker,Regional Party,44,12th Pass
2805,Vansha Kanda,Regional Party,57,PhD
2806,Jackson Walla,Regional Party,63,PhD
2807,Xalak Mangat,Independent,56,Graduate
2808,Jairaj Chawla,INC,45,Postgraduate
2809,Nihal Parsa,AAP,57,Graduate
2810,Advaith Vasa,INC,27,Graduate
2811,Yadavi Savant,BJP,40,Graduate
2812,Chanakya Tella,AAP,70,12th Pass
2813,Jeet Dutt,Regional Party,55,Postgraduate
2814,Orinder Din,BJP,38,Postgraduate
2815,Nilima Chacko,INC,35,Postgraduate
2816,Oni Dada,Independent,47,Postgraduate
2817,Ekta Tara,AAP,26,Graduate
2818,Jagvi Narang,INC,54,Graduate
2819,Ekanta Minhas,Independent,28,Postgraduate
2820,Rachit Sarin,INC,66,12th Pass
2821,Bakhshi Sama,INC,34,Graduate
2822,Osha Kale,Independent,43,Graduate
2823,Vrishti Bhakta,Independent,51,Graduate
2824,Daksha Gokhale,INC,27,Postgraduate
2825,Nitara Kakar,AAP,27,12th Pass
2826,Michael Chandra,Independent,37,12th Pass
2827,Ria Chakraborty,BJP,34,PhD
2828,Maya Varty,INC,35,12th Pass
2829,Ikshita Sani,INC,64,PhD
2830,Anusha Chandran,Regional Party,59,12th Pass
2831,Indrajit Kade,INC,48,PhD
2832,Ishanvi Sem,INC,74,Graduate
2833,Garima Bajwa,Regional Party,41,Graduate
2834,Ranbir Rama,Regional Party,31,12th Pass
2835,Jagat Deo,AAP,50,Postgraduate
2836,Mohammed Chopra,Independent,39,Postgraduate
2837,Urmi Parsa,INC,27,Postgraduate
2838,Charita Maharaj,Regional Party,72,12th Pass
2839,Pratyush Bose,AAP,68,Graduate
2840,Inaya Date,BJP,39,PhD
2841,Aayush Banerjee,INC,53,Graduate
2842,Tristan Karan,Independent,26,12th Pass
2843,Rajata Maharaj,Regional Party,25,12th Pass
2844,Dakshesh Talwar,Regional Party,70,Postgraduate
2845,Tara Nagy,Regional Party,35,Graduate
2846,Ekaja Narasimhan,Regional Party,64,12th Pass
2847,Yachana Mahajan,BJP,31,PhD
2848,Isaac Pradhan,Independent,51,Graduate
2849,Wakeeta Nair,INC,57,Postgraduate
2850,Rachita Patil,BJP,45,12th Pass
2851,Manya Rout,INC,36,Graduate
2852,Reva Chanda,Independent,32,Graduate
2853,Rachit Chandra,AAP,72,PhD
2854,Oscar Jani,Regional Party,36,Postgraduate
2855,Krishna Agrawal,BJP,64,PhD
2856,Keya Rana,INC,27,PhD
2857,Jhalak Ratta,Independent,59,Graduate
2858,Eiravati Kurian,AAP,51,12th Pass
2859,Falak Handa,Regional Party,25,PhD
2860,Shivansh Om,AAP,30,Graduate
2861,Luke Chadha,AAP,28,12th Pass
2862,Anvi Choudhury,Regional Party,35,Graduate
2863,Baljiwan Sachdeva,AAP,73,Postgraduate
2864,Pushti Ramanathan,INC,30,Graduate
2865,Utkarsh Char,Independent,62,Postgraduate
2866,Ijaya Madan,Independent,45,PhD
2867,Anvi Yohannan,AAP,26,12th Pass
2868,Nilima Nanda,BJP,49,PhD
2869,Omya Kunda,BJP,42,Graduate
2870,Ishita Rajagopal,Regional Party,43,PhD
2871,Vedika Naidu,BJP,28,Graduate
2872,Hamsini Modi,Independent,28,PhD
2873,Dakshesh Madan,Independent,43,Postgraduate
2874,Hiral Mahajan,Regional Party,34,PhD
2875,Lucky Mann,AAP,54,12th Pass
2876,Anusha Ratti,Regional Party,42,Graduate
2877,Jagdish Nagy,Independent,36,12th Pass
2878,Triya Gour,Independent,41,Graduate
2879,Ekapad Iyengar,Independent,65,Graduate
2880,Hemangini Wadhwa,AAP,36,12th Pass
2881,Mitesh Kade,BJP,26,Postgraduate
2882,Rushil Ramakrishnan,INC,62,PhD
2883,Bhanumati Dhaliwal,BJP,44,12th Pass
2884,Yashoda Kale,BJP,64,12th Pass
2885,Meera Kohli,Independent,64,Postgraduate
2886,Urvi Acharya,Regional Party,57,Postgraduate
2887,Karan Luthra,BJP,64,12th Pass
2888,Januja Subramanian,INC,49,Graduate
2889,Diya Rastogi,AAP,58,Postgraduate
2890,Chaman Sankaran,AAP,57,Postgraduate
2891,Hredhaan Oza,Regional Party,67,Postgraduate
2892,Viraj Kohli,Independent,35,12th Pass
2893,Zansi Mangal,AAP,49,Graduate
2894,Neelima Choudhury,BJP,30,Postgraduate
2895,Samarth Sangha,Independent,74,PhD
2896,Akshay Nath,Regional Party,62,Postgraduate
2897,Qarin Kade,BJP,27,12th Pass
2898,Harita Nagi,INC,72,PhD
2899,Jason Deep,Independent,37,Postgraduate
2900,Netra Salvi,Independent,29,Postgraduate
2901,Warhi Natt,Regional Party,63,Postgraduate
2902,Anamika Raman,Independent,55,Postgraduate
2903,Raksha Chauhan,INC,69,12th Pass
2904,Aditya Subramaniam,Regional Party,67,Graduate
2905,Janani Palla,INC,43,12th Pass
2906,Ojasvi Kaul,AAP,66,Graduate
2907,Raghav Mammen,Regional Party,61,Graduate
2908,Kai Madan,Independent,73,Graduate
2909,Wishi Prashad,INC,39,12th Pass
2910,Brijesh Varghese,Independent,34,Postgraduate
2911,Gaurangi Deol,BJP,45,Graduate
2912,Turvi Joshi,INC,26,PhD
2913,Manan Bhatt,INC,49,Graduate
2914,Lila Mand,AAP,32,PhD
2915,Alka Wali,BJP,54,12th Pass
2916,Azad Bansal,BJP,74,PhD
2917,Mitesh Sankar,AAP,60,Graduate
2918,Samarth Sekhon,Regional Party,41,Graduate
2919,Mahika Batra,AAP,64,Graduate
2920,Ubika Verma,Independent,73,PhD
2921,Yachana Chaudhary,AAP,69,12th Pass
2922,Kavya Sanghvi,Regional Party,37,Postgraduate
2923,Arya Hayer,BJP,40,12th Pass
2924,Karan Chandran,AAP,35,PhD
2925,Victor Parsa,BJP,43,12th Pass
2926,Pratyush Dar,AAP,42,12th Pass
2927,Aarini Palla,Regional Party,27,PhD
2928,Naveen Dhawan,BJP,61,12th Pass
2929,Raghav Chakraborty,Independent,37,Graduate
2930,Bhavna Kamdar,AAP,60,12th Pass
2931,Jalsa Bansal,BJP,56,12th Pass
2932,Quincy Vaidya,Independent,55,PhD
2933,Kevin Kapur,AAP,52,Graduate
2934,Praneel Mani,INC,47,PhD
2935,Mitali Handa,AAP,58,12th Pass
2936,Ekaraj Dhillon,Regional Party,55,12th Pass
2937,Pahal Jha,Independent,38,12th Pass
2938,Nikita Grover,BJP,56,PhD
2939,Tanvi Dutt,BJP,30,PhD
2940,Dhruv Luthra,AAP,37,PhD
2941,Upadhriti Pathak,BJP,41,Postgraduate
2942,Jeet Mannan,INC,48,PhD
2943,Advaith Kant,INC,51,Postgraduate
2944,Radhika Nadkarni,Regional Party,70,PhD
2945,Niharika Pandya,BJP,49,PhD
2946,Arin Parmar,Independent,52,Graduate
2947,Gaurangi Talwar,INC,28,12th Pass
2948,Anya Sen,BJP,64,Postgraduate
2949,Ayushman Shetty,Regional Party,52,PhD
2950,Gautam Raju,BJP,48,PhD
2951,Barkha Gara,BJP,25,12th Pass
2952,Chasmum Joshi,AAP,43,12th Pass
2953,Girindra Khanna,INC,38,12th Pass
2954,Naveen Warrior,AAP,45,PhD
2955,Urvashi Koshy,INC,66,12th Pass
2956,Xavier Shanker,INC,45,12th Pass
2957,Leena Bhasin,INC,57,12th Pass
2958,Wishi Choudhry,Regional Party,51,Postgraduate
2959,Kashvi Sen,AAP,25,PhD
2960,Ekanta Muni,Independent,41,12th Pass
2961,Pahal Shanker,Independent,38,12th Pass
2962,Vrishti Chaudhari,INC,28,PhD
2963,Matthew Nayar,INC,64,PhD
2964,Jasmit Palla,AAP,36,12th Pass
2965,Faqid Kata,BJP,29,Postgraduate
2966,Nidhi Vora,Regional Party,48,Graduate
2967,Jagrati Sami,Regional Party,58,12th Pass
2968,Janani Master,BJP,35,Graduate
2969,Vedika Sawhney,AAP,72,12th Pass
2970,Nitara Bora,Independent,62,Graduate
2971,Chaman Dani,AAP,27,Graduate
2972,Vincent Ramanathan,Independent,51,Postgraduate
2973,Owen Tandon,BJP,38,Graduate
2974,Manthan Chawla,BJP,60,PhD
2975,Chaaya Dave,Independent,38,Postgraduate
2976,Omisha Anand,AAP,56,12th Pass
2977,Tanay Chawla,INC,49,Graduate
2978,Logan Jani,INC,30,PhD
2979,Saksham Bera,INC,65,Graduate
